Alloy ID,Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,dHmix,dSmix,dGmix,Tm,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Microstructure_,Microstructure,Phases,References
Alloy 1094,ZrTiHfNb0.5Ta0.5,0,0,0,0,0,0,0,0.25,0,0.125,0,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,5,0.875,12.96707842,562.4439913,2162.968877,4.862116278,0.118215904,4.25,AC,BCC,BCC,BCC_SS,10.3390/ma11020208
Alloy 1095,ZrTiHfNb0.5Ta0.5,0,0,0,0,0,0,0,0.25,0,0.125,0,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,5,0.875,12.96707842,562.4439913,2162.968877,4.862116278,0.118215904,4.25,AC,BCC,BCC,BCC_SS,10.3390/ma11020208
Alloy 1096,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1097,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1098,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1099,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1100,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1101,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1102,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,-8.1781746,11.54335869,355.5740424,1360.004545,6.453990904,0.165555851,7.346191889,AC,FCC,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1103,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1104,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1105,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1106,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1107,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1108,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1109,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1110,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1111,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1112,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-13.4844,11.29676653,324.7052707,1240.79,5.708363976,0.14752071,6.98,AC,FCC + Im,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1113,NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,-6.50 ,11.53 ,825.6503925,3157.75 ,2.27 ,0.36 ,5.50 ,AC,BCC,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1114,NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,-6.50 ,11.53 ,825.6503925,3157.75 ,2.27 ,0.36 ,5.50 ,AC,BCC,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1115,VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5,-4.64 ,13.38 ,769.197496,2962.80 ,3.21 ,0.34 ,5.40 ,AC,BCC,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1116,VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5,-4.64 ,13.38 ,769.197496,2962.80 ,3.21 ,0.34 ,5.40 ,AC,BCC,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1117,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89 ,9.13 ,499.23715,1892.00 ,1.12 ,0.11 ,8.33 ,PM,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1016/j.msea.2017.06.086
Alloy 1118,CoCrNiMo0.05,0,0.327868852,0.327868852,0,0.327868852,0,0,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4.874118387,9.289246706,422.3134414,1601.445183,0.168045878,0.111272373,8.332225914,PM,FCC,FCC,FCC_SS,10.1016/j.jallcom.2019.05.208
Alloy 1119,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89 ,9.13 ,499.23715,1892.00 ,1.12 ,0.11 ,8.33 ,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 1120,CrMnFeCoNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 1121,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89 ,9.13 ,499.23715,1892.00 ,1.12 ,0.11 ,8.33 ,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1122,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1123,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1124,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,-4.92 ,14.53 ,625.078928,2418.40 ,7.13 ,0.22 ,4.90 ,AC,BCC1 + BCC2 + Im,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1125,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,-4.92 ,14.53 ,625.078928,2418.40 ,7.13 ,0.22 ,4.90 ,AC,BCC1 + BCC2 + Im,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1126,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,-4.92 ,14.53 ,625.078928,2418.40 ,7.13 ,0.22 ,4.90 ,AC,BCC1 + BCC2 + Im,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1127,AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,5,-16.84 ,14.53 ,560.6278523,2169.09 ,4.34 ,0.22 ,4.30 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 1128,NbTaTi,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,3,1.333333333,9.134370237,626.5942488,2374.666667,1.064065164,0.041096093,4.666666667,AC,BCC,BCC,BCC_SS,10.3390/e21020114
Alloy 1129,Nb1.5TaTiZr0.5,0,0,0,0,0,0,0,0.25,0,0.375,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,2.125,10.98247607,608.144798,2321,3.841219005,0.084103731,4.625,AC,BCC1 + BCC2 + BCC3,BCC,BCC_SS,10.3390/e21020114
Alloy 1130,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-7.5184,14.40897963,374.8877458,1449.76134,4.345955752,0.130196621,7.71,AC,BCC + FCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1131,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-7.5184,14.40897963,374.8877458,1449.76134,4.345955752,0.130196621,7.71,AC,BCC + FCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1132,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-7.5184,14.40897963,374.8877458,1449.76134,4.345955752,0.130196621,7.71,AC,BCC + FCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1133,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1134,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1135,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1136,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1137,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1138,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC + Im,FCC + Im,Im,10.3390/e21040389
Alloy 1139,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-9.09 ,13.15 ,459.275785,1767.50 ,4.22 ,0.11 ,7.67 ,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 1140,Fe20Co27Ni13Cr20Mn20,0,0.27,0.2,0.2,0.13,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3.768,13.17352896,387.6859505,1492.110165,3.255827217,0.136373714,7.93,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 1141,Fe20Co23Ni17Cr20Mn20,0,0.23,0.2,0.2,0.17,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3.886419753,13.10421444,395.7894519,1522.892483,2.58997738,0.123693618,8.077777778,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 1144,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1145,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1146,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1147,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1148,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1149,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1150,Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.777777778,10.58454586,474.5036779,1808.222222,6.956581546,0.123107902,4.222222222,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1151,Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.4,12.22898133,501.632141,1923.651423,6.682543255,0.12163881,4.3,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1152,Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,5,0.52892562,12.60229632,513.4386746,1971.746058,6.436207738,0.119627521,4.363636364,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1153,Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.777777778,10.58454586,474.5036779,1808.222222,6.956581546,0.123107902,4.222222222,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1154,Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.4,12.22898133,501.632141,1923.651423,6.682543255,0.12163881,4.3,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1155,Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,5,0.52892562,12.60229632,513.4386746,1971.746058,6.436207738,0.119627521,4.363636364,AC,BCC,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1156,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-13.75206612,13.2546386,437.0693929,1682.737057,6.288154515,0.040696417,4.727272727,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
Alloy 1157,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-13.75206612,13.2546386,437.0693929,1682.737057,6.288154515,0.040696417,4.727272727,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
Alloy 1158,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-13.75206612,13.2546386,437.0693929,1682.737057,6.288154515,0.040696417,4.727272727,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
Alloy 1159,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-13.75206612,13.2546386,437.0693929,1682.737057,6.288154515,0.040696417,4.727272727,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
Alloy 1160,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 1161,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 1162,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 1163,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 1164,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 1165,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 1166,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 1167,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 1168,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 1169,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 1170,HfNb0.18Ta0.18Ti1.27Zr,0,0,0,0,0,0,0,0.349862259,0,0.049586777,0,0.275482094,0.275482094,0.049586777,0,0,0,0,0,0,0,0,0,0,0,5,0.980655458,11.45272946,532.8091979,2037.139276,4.491803564,0.114630243,4.099722992,AC,BCC,BCC,BCC_SS,10.1080/21663831.2016.1221861
Alloy 1171,Fe37Mn45Co9Cr9,0,0.09,0.09,0.37,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.882,9.650030892,376.5579718,1429.88,4.092070055,0.1392543,7.46,AC,FCC,FCC,FCC_SS,10.1007/s11837-014-1133-6
Alloy 1172,Fe34Cr34Ni14Al14Co4,0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.5744,12.62984004,379.8481044,1458.906346,4.429915505,0.103058187,7.65,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2018.01.034
Alloy 1173,Fe34Cr34Ni14Al14Co4,0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.5744,12.62984004,379.8481044,1458.906346,4.429915505,0.103058187,7.65,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2018.01.034
Alloy 1174,Fe34Cr34Ni14Al14Co4,0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.5744,12.62984004,379.8481044,1458.906346,4.429915505,0.103058187,7.65,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2018.01.034
Alloy 1175,Fe34Cr34Ni14Al14Co4,0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.5744,12.62984004,379.8481044,1458.906346,4.429915505,0.103058187,7.65,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2018.01.034
